"","INSTNM","md_earn_wne_p10.REPORTED.EARNINGS","PREDDEG","index_std","AfterScorecardRelease","HighEarning"
"1744","Wichita State University",39300,3,0.042506707690034,0,0
"1745","Widener University-Delaware Campus",51700,3,0.0774300075955475,0,1
"1746","Widener University-Main Campus",51700,3,0.0774300075955475,0,1
"1747","Wilberforce University",32200,3,0.0366116349199783,0,0
"1748","Wiley College",28000,3,0.0877483341008915,0,0
"1749","Wilkes University",49900,3,-0.0529969475503404,0,1
"1750","Willamette University",49200,3,0.0955005829656941,0,1
"1751","William Carey University",34100,3,0.189029107622558,0,0
"1752","William Jessup University",38600,3,0.00657301254613408,0,0
"1753","William Jewell College",40300,3,0.129030525909854,0,0
"1754","William Paterson University of New Jersey",44300,3,-0.00562016134226755,0,1
"1755","William Peace University",35900,3,-0.00960690437571523,0,0
"1756","William Penn University",41200,3,0.0287033866857554,0,1
"1757","William Woods University",34200,3,0.0750501215338939,0,0
"1758","Williams Baptist College",32300,3,-0.0165782363776586,0,0
"1759","Williams College",58100,3,-0.0122666508149995,0,1
"1760","Wilmington College",39000,3,0.0454158586208156,0,0
"1761","Wilmington University",43000,3,0.053155382623211,0,1
"1762","Wilson College",32600,3,0.0136924246681545,0,0
"1763","Wingate University",37000,3,0.0536110827123505,0,0
"1764","Winona State University",41900,3,0.0348044221678898,0,1
"1765","Winston-Salem State University",33300,3,-0.0435651999155372,0,0
"1766","Winthrop University",36100,3,0.0177987299022589,0,0
"1767","Wisconsin Lutheran College",37300,3,0.0241777593163654,0,0
"1768","Wittenberg University",42700,3,0.0671040910336421,0,1
"1769","Wofford College",46800,3,0.0661769131267028,0,1
"1770","Woodbury University",45600,3,0.107284777296991,0,1
"1771","Worcester Polytechnic Institute",77600,3,0.0234460500717359,0,1
"1772","Worcester State University",43700,3,-0.0606495856644953,0,1
"1773","Wright State University-Main Campus",38800,3,0.0415233476453247,0,0
"1774","Xavier University",48800,3,0.000884147042349013,0,1
"1775","Xavier University of Louisiana",46500,3,-0.0300569484619412,0,1
"1776","Yale University",66000,3,-0.0400747260338967,0,1
"1777","Yeshiva University",55600,3,0.144299610148636,0,1
"1778","York College",32300,3,0.0204962419694102,0,0
"1779","York College Pennsylvania",47900,3,-0.00639049679691127,0,1
"1780","Young Harris College",34100,3,0.00476187090295088,0,0
"1781","Youngstown State University",34800,3,-0.0236266701853026,0,0
"1782","Abilene Christian University",40200,3,-0.348055173217503,1,0
"1783","Academy of Art University",36100,3,-0.603092801546582,1,0
"1784","Adams State University",33200,3,0.135854836860403,1,0
"1785","Adelphi University",50600,3,0.11085302777969,1,1
"1786","Adrian College",36500,3,-0.102314347636484,1,0
"1787","Adventist University of Health Sciences",51100,3,-0.160788727340875,1,1
"1788","Agnes Scott College",39400,3,-0.129509580509923,1,0
"1789","AI Miami International University of Art and Design",29300,3,-0.404659641998901,1,0
"1790","AIB College of Business",37200,3,-1.03822436821737,1,0
"1791","Alabama A & M University",31400,3,-0.0258110226705788,1,0
"1792","Alabama State University",27800,3,0.160184482889699,1,0
"1793","Alaska Pacific University",47400,3,-0.242917966816033,1,1
"1794","Albany College of Pharmacy and Health Sciences",110600,3,-0.182910103424338,1,1
"1795","Albany State University",32700,3,-0.254127383306943,1,0
"1796","Albertus Magnus College",52200,3,-0.195065868476848,1,1
"1797","Albion College",45100,3,0.175989164186472,1,1
"1798","Albright College",48500,3,-0.0426998469302575,1,1
"1799","Alcorn State University",30600,3,0.232709165603947,1,0
"1800","Alderson Broaddus University",43400,3,0.346886601259758,1,1
"1801","Alfred University",42300,3,0.272992412732837,1,1
"1802","Alice Lloyd College",33400,3,-0.185918429622304,1,0
"1803","Allegheny College",49200,3,-0.146363891439072,1,1
"1804","Allen College",52400,3,0.304341683806231,1,1
"1805","Allen University",19400,3,-0.356238948186429,1,0
"1806","Alliant International University",51800,3,-0.792445587462919,1,1
"1807","Alma College",44700,3,0.132108970645971,1,1
"1808","Alvernia University",42600,3,-0.0254087158052654,1,1
"1809","Alverno College",37400,3,-0.540174202014862,1,0
"1810","American Academy of Art",26700,3,-0.258014572557519,1,0
"1811","American InterContinental University-Atlanta",43000,3,-0.827102360024314,1,1
"1812","American InterContinental University-Houston",43000,3,-0.55093572481474,1,1
"1813","American InterContinental University-Online",43000,3,-0.231575470707115,1,1
"1814","American InterContinental University-South Florida",43000,3,-0.482662246134822,1,1
"1815","American International College",42400,3,-0.182415732845474,1,1
"1816","American University",55900,3,-0.396993026402352,1,1
"1817","American University of Health Sciences",36800,3,-0.397105071136942,1,0
"1818","Amherst College",56800,3,0.154374368459289,1,1
"1819","Amridge University",38100,3,-0.152691410262497,1,0
"1820","Andrews University",36000,3,-0.000303938508245796,1,0
"1821","Angelo State University",38000,3,0.0164388342027189,1,0
"1822","Anna Maria College",42400,3,-0.396113497408014,1,1
"1823","Antioch University-Los Angeles",35500,3,-0.695541341556902,1,0
"1824","Antioch University-Midwest",35500,3,-0.79121712694629,1,0
"1825","Antioch University-Santa Barbara",35500,3,-0.554749700476314,1,0
"1826","Antioch University-Seattle",35500,3,-0.933285291481876,1,0
"1827","Appalachian Bible College",27900,3,-0.0572822719386766,1,0
"1828","Appalachian State University",36600,3,-0.0159038638311683,1,0
"1829","Arcadia University",43700,3,0.0246542161907274,1,1
"1830","Argosy University-Atlanta",38200,3,-0.548057780345095,1,0
"1831","Argosy University-Chicago",38200,3,-0.903492261268998,1,0
"1832","Argosy University-Dallas",38200,3,-0.68762105566326,1,0
"1833","Argosy University-Denver",38200,3,-0.632426982484023,1,0
"1834","Argosy University-Hawaii",38200,3,-0.5392809004832,1,0
"1835","Argosy University-Inland Empire",38200,3,-0.227604004160738,1,0
"1836","Argosy University-Los Angeles",38200,3,-0.371971122288599,1,0
"1837","Argosy University-Nashville",38200,3,-0.665090228230832,1,0
"1838","Argosy University-Orange County",38200,3,-0.407363041993821,1,0
"1839","Argosy University-Phoenix",38200,3,-0.983045492845853,1,0
"1840","Argosy University-Phoenix Online Division",38200,3,-0.983045492845853,1,0
"1841","Argosy University-San Diego",38200,3,-0.450109687100422,1,0
"1842","Argosy University-Sarasota",38200,3,-0.572079475479387,1,0
"1843","Argosy University-Schaumburg",38200,3,-0.717934431883994,1,0
"1844","Argosy University-Seattle",38200,3,-0.709778944587651,1,0
"1845","Argosy University-Tampa",38200,3,-0.564617577400486,1,0
"1846","Argosy University-Washington DC",38200,3,-0.183345627367556,1,0
"1847","Arizona Christian University",31000,3,0.0500020689613212,1,0
"1848","Arizona State University-Tempe",45200,3,-0.00802485137450881,1,1
"1849","Arkansas Baptist College",21100,3,-0.211094654213888,1,0
"1850","Arkansas State University-Main Campus",32700,3,0.249710181212163,1,0
"1851","Arkansas Tech University",35000,3,0.451917565690785,1,0
"1852","Arlington Baptist College",34000,3,-0.62103815121358,1,0
"1853","Armstrong Atlantic State University",39400,3,-0.77955333017086,1,0
"1854","Art Academy of Cincinnati",27900,3,0.191691108791066,1,0
"1855","Art Center College of Design",51700,3,-0.288785461604294,1,1
"1856","Asbury University",34100,3,-0.169279218491464,1,0
"1857","Ashford University",37500,3,-1.06561814269544,1,0
"1858","Ashland University",39200,3,-0.309829451596638,1,0
"1859","Assumption College",52800,3,-0.175331686182503,1,1
"1860","Athens State University",39700,3,-0.30765174626308,1,0
"1861","Atlantic University College",18600,3,-0.416606220719629,1,0
"1862","Auburn University",45400,3,-0.29957807622069,1,1
"1863","Auburn University at Montgomery",34800,3,-0.367849707222582,1,0
"1864","Augsburg College",44800,3,0.00286567279640072,1,1
"1865","Aurora University",41500,3,-0.615313298429589,1,1
"1866","Austin College",47600,3,-0.518215935498952,1,1
"1867","Austin Peay State University",34700,3,0.156427085398538,1,0
"1868","Averett University",42300,3,-0.215319059654568,1,1
"1869","Averett University-Non-Traditional Programs",42300,3,-0.215319059654568,1,1
"1870","Avila University",41600,3,-0.22827467562475,1,1
"1871","Azusa Pacific University",49000,3,-0.540299825856237,1,1
"1872","Babson College",85500,3,-0.0150175775339698,1,1
"1873","Bacone College",30600,3,0.146378408906636,1,0
"1874","Baker College Center for Graduate Studies",26500,3,-0.940100458222883,1,0
"1875","Baker University",48900,3,-0.293323158475286,1,1
"1876","Baldwin Wallace University",44000,3,0.0338414890605299,1,1
"1877","Ball State University",39000,3,-0.0902509910355587,1,0
"1878","Baptist Bible College",29500,3,-0.417099790274218,1,0
"1879","Baptist Bible College & Seminary of Pennsylvania",30000,3,-1.11144038161005,1,0
"1880","Baptist Memorial College of Health Sciences",54900,3,0.0445604418969834,1,1
"1881","Barclay College",26800,3,-0.0800009473880879,1,0
"1882","Bard College",35700,3,-0.0982386283008697,1,0
"1883","Barnard College",57400,3,-0.257785040792609,1,1
"1884","Barry University",45300,3,-0.523938625752303,1,1
"1885","Barton College",36500,3,-0.256388800702795,1,0
"1886","Bastyr University",32000,3,-0.589139310761057,1,0
"1887","Bates College",53500,3,-0.256643344038617,1,1
"1888","Bay Path College",41900,3,-0.0543955615133405,1,1
"1889","Baylor University",49100,3,0.117537478859571,1,1
"1890","Becker College",35800,3,0.0592929764093491,1,0
"1891","Belhaven University",37900,3,-0.450972391375523,1,0
"1892","Bellarmine University",44900,3,-0.0865715636999156,1,1
"1893","Bellevue University",52200,3,-0.899397741796153,1,1
"1894","Bellin College",55600,3,0.102634739815267,1,1
"1895","Belmont Abbey College",39200,3,-0.054417059768637,1,0
"1896","Belmont University",39100,3,-0.318540884343358,1,0
"1897","Beloit College",37900,3,0.0421358424219497,1,0
"1898","Bemidji State University",37300,3,-0.417562461832906,1,0
"1899","Benedict College",21400,3,-0.37661016724221,1,0
"1900","Benedictine College",37800,3,0.0175398551421566,1,0
"1901","Benedictine University",51000,3,-0.543055028818446,1,1
"1902","Bennett College",29400,3,-0.278830213384753,1,0
"1903","Bennington College",26500,3,-0.199246083622062,1,0
"1904","Bentley University",74900,3,0.0256827472023025,1,1
"1905","Berea College",34400,3,-0.121847238954712,1,0
"1906","Berkeley College-New York",39100,3,-0.387380716499094,1,0
"1907","Berkeley College-Woodland Park",36600,3,-0.115212430472343,1,0
"1908","Berklee College of Music",30300,3,-0.564792301542141,1,0
"1909","Berry College",37700,3,-0.163462917519052,1,0
"1910","Bethany Lutheran College",34000,3,0.215082783954686,1,0
"1911","Bethel College-Indiana",36500,3,-0.374389659749703,1,0
"1912","Bethel College-North Newton",37400,3,-0.416188226054193,1,0
"1913","Bethune-Cookman University",28700,3,0.173050839160097,1,0
"1914","Beulah Heights University",26800,3,-0.816626659661555,1,0
"1915","Biola University",40700,3,-0.117931398566741,1,0
"1916","Birmingham Southern College",41900,3,-0.370106243924475,1,1
"1917","Black Hills State University",34400,3,0.257279159848999,1,0
"1918","Blackburn College",38000,3,0.309906278941384,1,0
"1919","Blessing Rieman College of Nursing",49800,3,0.0445051075917836,1,1
"1920","Bloomfield College",39000,3,-0.168296466669115,1,0
"1921","Bloomsburg University of Pennsylvania",43800,3,-0.361565012548526,1,1
"1922","Blue Mountain College",31300,3,-0.210179621407022,1,0
"1923","Bluefield College",42800,3,0.272111723709819,1,1
"1924","Bluefield State College",29400,3,-0.181280258136725,1,0
"1925","Bluffton University",38300,3,0.0427210825467662,1,0
"1926","Boise State University",35300,3,0.0454950892818173,1,0
"1927","Bon Secours Memorial College of Nursing",62200,3,0.275187658207778,1,1
"1928","Boston Architectural College",41600,3,-0.228298056029022,1,1
"1929","Boston College",67000,3,-0.289092706663492,1,1
"1930","Boston University",60600,3,-0.115797325687943,1,1
"1931","Bowdoin College",54800,3,0.0606618529925254,1,1
"1932","Bowie State University",47000,3,0.266503288939544,1,1
"1933","Bowling Green State University-Main Campus",39000,3,-0.162063716725562,1,0
"1934","Bradley University",52400,3,-0.203199812025203,1,1
"1935","Brandeis University",58800,3,-0.169603602103241,1,1
"1936","Brenau University",42600,3,-0.687076629885629,1,1
"1937","Brescia University",36800,3,-0.0336687100236051,1,0
"1938","Brevard College",31100,3,-0.482948800216083,1,0
"1939","Brewton-Parker College",34700,3,-0.448423990112552,1,0
"1940","Briar Cliff University",38600,3,0.303315316477523,1,0
"1941","Bridgewater College",42600,3,0.0895168181594685,1,1
"1942","Bridgewater State University",41500,3,-0.38024271108974,1,1
"1943","Brigham Young University-Hawaii",39400,3,0.183441530382256,1,0
"1944","Brigham Young University-Idaho",39000,3,0.333541691124766,1,0
"1945","Brigham Young University-Provo",57400,3,0.0778207367241999,1,1
"1946","Brooks Institute",29100,3,-0.327771082410685,1,0
"1947","Brown College-Mendota Heights",33700,3,-0.682713111208154,1,0
"1948","Brown University",59700,3,-0.186493054501172,1,1
"1949","Bryan College-Dayton",35500,3,-0.709417134153945,1,0
"1950","Bryan College of Health Sciences",50500,3,-0.263063847522772,1,1
"1951","Bryant University",61900,3,-0.0259560216885069,1,1
"1952","Bryn Mawr College",50400,3,-0.3861424110539,1,1
"1953","Bucknell University",68800,3,0.21369976919174,1,1
"1954","Buena Vista University",38100,3,-0.0199757004405362,1,0
"1955","Buffalo State SUNY",38900,3,0.347384501139685,1,0
"1956","Burlington College",28900,3,-0.720851049886545,1,0
"1957","Butler University",52400,3,-0.196434605266606,1,1
"1958","Cabrini College",42700,3,0.0511274666860583,1,1
"1959","Cairn University-Langhorne",32600,3,-0.176525997134295,1,0
"1960","Caldwell College",46200,3,-0.403846145506535,1,1
"1961","California Baptist University",41800,3,-0.122718707147767,1,1
"1962","California College of the Arts",35700,3,-0.0797314688454713,1,0
"1963","California Institute of Technology",74000,3,0.208495029058103,1,1
"1964","California Institute of the Arts",32500,3,0.0353963770606801,1,0
"1965","California Lutheran University",52900,3,-0.100682689812443,1,1
"1966","California Maritime Academy",81100,3,-0.0970182488312183,1,1
"1967","California Polytechnic State University-San Luis Obispo",60900,3,-0.0791747220133475,1,1
"1968","California State Polytechnic University-Pomona",52000,3,-0.305387836105817,1,1
"1969","California State University-Bakersfield",48100,3,0.0926975990325465,1,1
"1970","California State University-Chico",45100,3,-0.233837025478155,1,1
"1971","California State University-Dominguez Hills",42800,3,-0.0775406433072789,1,1
"1972","California State University-East Bay",51300,3,-0.0376829696966138,1,1
"1973","California State University-Fresno",43200,3,-0.299487964298448,1,1
"1974","California State University-Fullerton",46500,3,-0.1639269519577,1,1
"1975","California State University-Long Beach",46900,3,0.0919826675989186,1,1
"1976","California State University-Los Angeles",44900,3,-0.253468159568965,1,1
"1977","California State University-Monterey Bay",41500,3,0.109888654954437,1,1
"1978","California State University-Northridge",44200,3,-0.208629020593507,1,1
"1979","California State University-Sacramento",46500,3,-0.116814850566629,1,1
"1980","California State University-San Bernardino",45500,3,0.16513733110425,1,1
"1981","California State University-San Marcos",45400,3,-0.119633320239302,1,1
"1982","California State University-Stanislaus",44900,3,-0.143212005333939,1,1
"1983","California University of Pennsylvania",38100,3,-0.206086857029094,1,0
"1984","Calumet College of Saint Joseph",37200,3,0.0199465796397645,1,0
"1985","Calvary Bible College and Theological Seminary",30600,3,-0.568101404641231,1,0
"1986","Calvin College",40900,3,-0.0724190750189815,1,0
"1987","Cambridge College",36500,3,-0.744790423437381,1,0
"1988","Cameron University",33900,3,-0.299828126861939,1,0
"1989","Campbell University",42900,3,-0.179292091405421,1,1
"1990","Campbellsville University",32100,3,0.072028436780309,1,0
"1991","Canisius College",45700,3,0.0180512691261672,1,1
"1992","Capella University",69500,3,-0.850623635069959,1,1
"1993","Capital University",41400,3,-0.0301632927187993,1,1
"1994","Capitol College",58900,3,-0.819764006262914,1,1
"1995","Cardinal Stritch University",51000,3,-0.625258232109702,1,1
"1996","Caribbean University-Bayamon",17600,3,-0.229423770587833,1,0
"1997","Caribbean University-Carolina",17600,3,-0.196550630701775,1,0
"1998","Caribbean University-Ponce",17600,3,-0.215416199860267,1,0
"1999","Caribbean University-Vega Baja",17600,3,0.0880401547659696,1,0
"2000","Carleton College",46100,3,-0.162109867067618,1,1
"2001","Carlow University",39900,3,-0.187287530583964,1,0
"2002","Carnegie Mellon University",72000,3,-0.0512359251184429,1,1
"2003","Carroll College",44000,3,-0.162484653117763,1,1
"2004","Carroll University",43600,3,-0.147003685642476,1,1
"2005","Carson-Newman University",35400,3,0.495650521799236,1,0
"2006","Carthage College",42400,3,0.0986525441864984,1,1
"2007","Case Western Reserve University",67000,3,-0.224594706001248,1,1
"2008","Castleton State College",34600,3,-0.374417161067108,1,0
"2009","Catawba College",36600,3,0.0274508815264397,1,0
"2010","Catholic University of America",54500,3,-0.148499147339035,1,1
"2011","Cazenovia College",31900,3,-0.251178198745257,1,0
"2012","Cedar Crest College",45200,3,-0.442545475709365,1,1
"2013","Cedarville University",40900,3,-0.0348412281404995,1,0
"2014","Centenary College",41600,3,-0.496580064052623,1,1
"2015","Centenary College of Louisiana",39300,3,-0.372606103390248,1,0
"2016","Central Baptist College",35700,3,-0.0385191336606369,1,0
"2017","Central Christian College of Kansas",31100,3,-0.0559149496259332,1,0
"2018","Central Christian College of the Bible",28100,3,0.272296032638045,1,0
"2019","Central College",41200,3,-0.287975792335554,1,1
"2020","Central Connecticut State University",43700,3,-0.196486267523374,1,1
"2021","Central Methodist University-College of Graduate and Extended Studies",33400,3,-0.487299034348763,1,0
"2022","Central Methodist University-College of Liberal Arts and Sciences",33400,3,-0.487299034348763,1,0
"2023","Central Michigan University",40000,3,-0.0474588535125863,1,0
"2024","Central Penn College",32100,3,-0.399621291810034,1,0
"2025","Central State University",24900,3,-0.230808682380297,1,0
"2026","Central Washington University",44900,3,-0.0223202539399396,1,1
"2027","Centre College",45000,3,-0.35914298535479,1,1
"2028","Chadron State College",37500,3,0.0140347856708495,1,0
"2029","Chamberlain College of Nursing-Arizona",56300,3,0.466031331750032,1,1
"2030","Chamberlain College of Nursing-Florida",56300,3,0.355306011672398,1,1
"2031","Chamberlain College of Nursing-Illinois",56300,3,0.452609414057281,1,1
"2032","Chamberlain College of Nursing-Missouri",56300,3,0.441784642370412,1,1
"2033","Chamberlain College of Nursing-Texas",56300,3,0.420457142696135,1,1
"2034","Chamberlain College of Nursing-Virginia",56300,3,0.415841776298919,1,1
"2035","Chaminade University of Honolulu",37300,3,-0.0253814626162343,1,0
"2036","Champlain College",40400,3,0.0757840444466991,1,0
"2037","Chapman University",51800,3,-0.220704498991761,1,1
"2038","Charleston Southern University",36100,3,-0.0888814522481936,1,0
"2039","Charter Oak State College",39800,3,-0.654846347234906,1,0
"2040","Chatham University",34300,3,-0.151817409773565,1,0
"2041","Chestnut Hill College",43000,3,-0.406085921062197,1,1
"2042","Cheyney University of Pennsylvania",30000,3,-0.330022122089271,1,0
"2043","Chicago State University",34200,3,-0.0459328841168896,1,0
"2044","Chowan University",35400,3,0.365524769948458,1,0
"2045","Christian Brothers University",45300,3,0.0461299454183681,1,1
"2046","Christopher Newport University",42400,3,0.0864015363371242,1,1
"2047","Cincinnati Christian University",31000,3,0.123667575043812,1,0
"2048","Citadel Military College of South Carolina",52500,3,-0.146330807721932,1,1
"2049","City University of Seattle",50400,3,-0.182518677597666,1,1
"2050","Claflin University",27500,3,0.193883453783925,1,0
"2051","Claremont McKenna College",63600,3,0.592005560066728,1,1
"2052","Clarion University of Pennsylvania",37200,3,-0.292038016442196,1,0
"2053","Clark Atlanta University",33700,3,-0.496494164302504,1,0
"2054","Clark University",44100,3,0.143406416878785,1,1
"2055","Clarke University",40900,3,-0.168917160428525,1,0
"2056","Clarkson College",48100,3,-0.104054134828284,1,1
"2057","Clarkson University",68400,3,-0.0831865534740756,1,1
"2058","Clayton State University",38500,3,-0.731473005659682,1,0
"2059","Clear Creek Baptist Bible College",27000,3,0.263179695928829,1,0
"2060","Clearwater Christian College",34700,3,-0.620880376961871,1,0
"2061","Cleary University",50500,3,0.109380952947282,1,1
"2062","Clemson University",49400,3,0.370076837748094,1,1
"2063","Cleveland Institute of Art",32700,3,0.0312445280347584,1,0
"2064","Cleveland Institute of Music",31100,3,0.0423596290740423,1,0
"2065","Cleveland State University",39300,3,-0.197951141830543,1,0
"2066","Coastal Carolina University",36200,3,-0.130386079389106,1,0
"2067","Coe College",43800,3,0.257109604301107,1,1
"2068","Cogswell College",48500,3,-0.092152930862503,1,1
"2069","Coker College",32800,3,-0.0594324023753541,1,0
"2070","Colby-Sawyer College",38600,3,-0.112556450522424,1,0
"2071","Colby College",53000,3,0.201372307717447,1,1
"2072","Colgate University",61500,3,0.0593391921140991,1,1
"2073","College for Creative Studies",40600,3,-0.192283668243587,1,0
"2074","College of Biblical Studies-Houston",46700,3,-0.414600872502563,1,1
"2075","College of Charleston",39700,3,-0.406065747037635,1,0
"2076","College of Mount Saint Vincent",51900,3,-0.167856022100953,1,1
"2077","College of Mount St Joseph",39900,3,-0.43445319539274,1,0
"2078","College of Our Lady of the Elms",43700,3,-0.550163086559225,1,1
"2079","College of Saint Benedict",47600,3,-0.0192854499271632,1,1
"2080","College of Saint Elizabeth",44900,3,-0.245473988827041,1,1
"2081","College of Saint Mary",35800,3,-0.0370426053474239,1,0
"2082","College of St Joseph",36900,3,-0.114823617961204,1,0
"2083","College of Staten Island CUNY",41600,3,-0.381508145499111,1,1
"2084","College of the Atlantic",27000,3,-0.250375133738111,1,0
"2085","College of the Holy Cross",63700,3,0.128983279043513,1,1
"2086","College of the Ozarks",31700,3,0.127298810851276,1,0
"2087","College of William and Mary",56400,3,-0.320488173811484,1,1
"2088","Collins College",25200,3,-0.133711813178738,1,0
"2089","Colorado Christian University",40500,3,0.100524254913825,1,0
"2090","Colorado College",41100,3,0.081018940850502,1,1
"2091","Colorado Mesa University",34600,3,-0.141105294844842,1,0
"2092","Colorado School of Mines",74700,3,-0.274554332281484,1,1
"2093","Colorado State University-Fort Collins",44300,3,-0.23252645436333,1,1
"2094","Colorado State University-Pueblo",36200,3,-0.212962617867273,1,0
"2095","Colorado Technical University-Colorado Springs",44100,3,-0.102102431182817,1,1
"2096","Colorado Technical University-Online",44100,3,-0.304071637822745,1,1
"2097","Colorado Technical University-Sioux Falls",44100,3,0.0788698253925982,1,1
"2098","Columbia College-Chicago",32700,3,-0.43445015684468,1,0
"2099","Columbia International University",29600,3,0.0732191510517847,1,0
"2100","Columbia University in the City of New York",72900,3,-0.310372933217131,1,1
"2101","Columbus College of Art and Design",32800,3,-0.165353402368208,1,0
"2102","Columbus State University",36100,3,-0.298616498869959,1,0
"2103","Concord University",32900,3,-0.425651014470183,1,0
"2104","Concordia College-New York",45300,3,0.0457047328219675,1,1
"2105","Concordia College Alabama",21300,3,-0.0761783115064697,1,0
"2106","Concordia College at Moorhead",41200,3,-0.00845420953180441,1,1
"2107","Concordia University-Ann Arbor",39000,3,0.37526302060507,1,0
"2108","Concordia University-Chicago",41500,3,-0.316856008136846,1,1
"2109","Concordia University-Irvine",42100,3,-0.178225289486771,1,1
"2110","Concordia University-Nebraska",36600,3,-0.0337793062709319,1,0
"2111","Concordia University-Portland",41800,3,-0.712417980883812,1,1
"2112","Concordia University-Saint Paul",45300,3,-0.277423539649281,1,1
"2113","Concordia University-Texas",41000,3,-0.331255294780237,1,1
"2114","Concordia University-Wisconsin",40700,3,-0.229477008845933,1,0
"2115","Connecticut College",51000,3,0.0748240580247933,1,1
"2116","Converse College",33400,3,-0.183792900652217,1,0
"2117","Cooper Union for the Advancement of Science and Art",53700,3,-0.0838551173208496,1,1
"2118","Coppin State University",37600,3,-0.277622087238786,1,0
"2119","Corban University",34200,3,0.357561770827349,1,0
"2120","Corcoran College of Art and Design",34100,3,-0.930255072814263,1,0
"2121","Cornell College",41900,3,0.571199950129447,1,1
"2122","Cornell University",70900,3,0.220460362933411,1,1
"2123","Cornerstone University",35600,3,-0.298675809614667,1,0
"2124","Cornish College of the Arts",29900,3,0.0342751811335833,1,0
"2125","Covenant College",39800,3,0.119227256775958,1,0
"2126","Creighton University",57800,3,-0.0583538494832917,1,1
"2127","Crossroads Bible College",26800,3,-0.158639951122123,1,0
"2128","Crossroads College",27900,3,-0.313459723364259,1,0
"2129","Crown College",31600,3,0.219718273452934,1,0
"2130","Culver-Stockton College",36100,3,0.259733230960435,1,0
"2131","Cumberland University",35000,3,-0.278508653456314,1,0
"2132","CUNY Bernard M Baruch College",54000,3,-0.212423311062042,1,1
"2133","CUNY Brooklyn College",44500,3,-0.294563074941139,1,1
"2134","CUNY City College",44500,3,-0.418162186800022,1,1
"2135","CUNY Hunter College",44800,3,-0.358356089203813,1,1
"2136","CUNY John Jay College of Criminal Justice",43700,3,-0.106674179806833,1,1
"2137","CUNY Lehman College",41500,3,-0.187784956306548,1,1
"2138","CUNY Queens College",48000,3,-0.293706034283104,1,1
"2139","CUNY York College",38200,3,-0.174295623951301,1,0
"2140","Curry College",43600,3,0.221529413247904,1,1
"2141","D'Youville College",48300,3,0.0574409861104607,1,1
"2142","Daemen College",42900,3,0.242672592138054,1,1
"2143","Dakota State University",37400,3,0.272547400199038,1,0
"2144","Dakota Wesleyan University",34100,3,0.20280160490532,1,0
"2145","Dallas Baptist University",42200,3,-0.279122006692873,1,1
"2146","Dallas Christian College",42200,3,-0.231255972986359,1,1
"2147","Daniel Webster College",51900,3,0.181903618533884,1,1
"2148","Dartmouth College",67100,3,0.0320614512571024,1,1
"2149","Davenport University",29900,3,-0.64420362279049,1,0
"2150","Davidson College",58500,3,-0.407537467095026,1,1
"2151","Davis & Elkins College",35900,3,-0.0155952200596566,1,0
"2152","Defiance College",37000,3,-0.287085294573014,1,0
"2153","Delaware State University",34200,3,-0.185237567490158,1,0
"2154","Delaware Valley College",42200,3,-0.46431267830453,1,1
"2155","Delta State University",33800,3,0.0758748026595659,1,0
"2156","Denison University",48600,3,0.0270533028872617,1,1
"2157","DePaul University",50900,3,-0.305430713629254,1,1
"2158","DePauw University",47800,3,-0.194312856484509,1,1
"2159","DeSales University",48300,3,-0.184543306764227,1,1
"2160","Design Institute of San Diego",33900,3,-0.364846998255991,1,0
"2161","Dickinson College",52100,3,0.111776632092792,1,1
"2162","Dickinson State University",37000,3,0.22856966534169,1,0
"2163","Dillard University",34000,3,-0.147472602733554,1,0
"2164","Doane College-Crete",42300,3,0.0748428405512866,1,1
"2165","Doane College-Lincoln Grand Island and Master",42300,3,-0.0822609943442825,1,1
"2166","Dominican College of Blauvelt",51000,3,-0.385107857435499,1,1
"2167","Dominican University",44400,3,-0.267592403699635,1,1
"2168","Dominican University of California",51400,3,-0.459554940234996,1,1
"2169","Dordt College",38400,3,0.924377661646091,1,0
"2170","Dowling College",43000,3,-0.344618480817899,1,1
"2171","Drake University",55700,3,0.0975864247931215,1,1
"2172","Drew University",50900,3,-0.212240856981306,1,1
"2173","Drexel University",61100,3,-0.380894647048878,1,1
"2174","Drury University",32200,3,-0.434618680776242,1,0
"2175","Duke University",76700,3,-0.205533261456503,1,1
"2176","Duquesne University",54300,3,0.239417617321489,1,1
"2177","Earlham College",32300,3,-0.0642856127669542,1,0
"2178","East-West University",22300,3,-0.219726381405721,1,0
"2179","East Carolina University",39200,3,-0.197716384500973,1,0
"2180","East Central University",34500,3,0.185223541646778,1,0
"2181","East Stroudsburg University of Pennsylvania",42900,3,0.0987459140943875,1,1
"2182","East Tennessee State University",34000,3,0.252112812320779,1,0
"2183","East Texas Baptist University",36700,3,0.0406075103945372,1,0
"2184","Eastern Connecticut State University",42400,3,-0.168225339503989,1,1
"2185","Eastern Illinois University",41200,3,-0.124397230851808,1,1
"2186","Eastern Kentucky University",33100,3,0.0819007702507859,1,0
"2187","Eastern Mennonite University",39500,3,-0.146870166828207,1,0
"2188","Eastern Michigan University",37300,3,0.0521726859525496,1,0
"2189","Eastern Nazarene College",44400,3,-0.153349203849049,1,1
"2190","Eastern New Mexico University-Main Campus",30200,3,-0.247326346479234,1,0
"2191","Eastern Oregon University",37800,3,0.278048005853924,1,0
"2192","Eastern University",42800,3,-0.265696557333391,1,1
